"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen16_0050",0.245186,0.350551,0.068005,1,1,1,0,1,1,0,1,0,0,1,0,0
"gen16_0051",0.296903,0.095291,0.060873,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen16_0052",0.305885,0.095323,0.060369,1,0,1,0,0,1,1,1,1,0,1,0,0
"gen16_0053",0.296093,0.094629,0.064987,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen16_0054",0.296838,0.094258,0.273716,0,1,0,0,1,1,1,1,1,0,1,0,1
"gen16_0055",0.306768,0.09542,0.061581,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen16_0056",0.298668,0.09007,0.061942,0,1,1,1,1,1,1,1,0,0,1,0,0
"gen16_0057",0.265935,0.094112,0.067729,1,1,1,0,0,1,1,1,0,0,1,0,0
"gen16_0058",0.240242,0.095096,0.061562,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen16_0059",0.252953,0.094667,0.068328,1,1,1,0,1,1,1,1,0,0,1,0,1
"gen16_0060",0.253224,0.094541,0.060963,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen16_0061",0.288719,0.859125,0.066462,1,1,1,0,1,1,1,0,0,0,1,0,0
"gen16_0062",0.274769,0.095631,0.068574,1,1,0,1,1,1,1,1,0,0,1,0,0
"gen16_0063",-1.343006,0.095225,0.062604,1,1,1,0,1,1,0,1,0,0,1,0,0
"gen16_0064",0.268013,0.095479,0.064186,1,0,1,0,1,1,1,1,0,0,1,0,0
