"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen5_0026",0.070535,0.105107,0.146805,0,0,0,1,1,0,1,1,0,1,1,0,0
"gen5_0027",0.585881,0.091004,0.160088,0,0,1,0,1,0,0,1,0,0,1,0,0
"gen5_0028",0.658018,0.08834,0.160408,1,0,0,1,0,1,1,1,0,1,1,0,0
"gen5_0029",1.011859,0.213714,0.14981,1,0,1,0,1,1,1,1,0,0,1,0,0
"gen5_0030",0.145903,0.120777,0.171785,0,0,1,1,0,0,1,1,0,0,1,0,0
"gen5_0031",0.027511,0.067191,0.182894,0,0,1,1,0,1,0,1,1,1,1,0,0
"gen5_0032",0.289638,0.081438,0.157044,0,0,1,1,0,1,1,1,1,0,1,0,0
"gen5_0033",0.306109,0.134366,0.177298,1,0,1,0,0,1,1,1,0,0,1,0,0
"gen5_0034",0.720407,0.130933,0.179535,0,0,1,0,0,0,1,1,0,1,1,0,0
"gen5_0035",0.696095,0.130492,0.184646,0,0,1,0,1,1,0,1,0,0,1,0,0
"gen5_0036",-0.098789,0.131127,0.174547,1,1,1,1,0,0,0,1,0,0,1,0,0
"gen5_0037",0.399389,0.074456,0.750463,0,0,1,1,0,0,1,1,0,0,1,0,0
"gen5_0038",-0.363347,0.10268,0.158362,1,0,1,1,0,1,1,1,1,1,1,0,0
"gen5_0039",1.136748,0.130511,0.157107,0,0,1,1,0,1,1,1,0,1,1,1,0
"gen5_0040",0.277029,0.125849,0.185177,1,0,1,0,0,1,1,1,0,0,1,0,0
"gen5_0041",0.924623,0.139937,0.167471,1,0,1,0,0,0,1,1,0,0,1,0,0
"gen5_0042",1.141713,0.135707,0.706223,1,1,1,1,0,1,1,1,0,0,1,0,0
"gen5_0043",-0.183542,0.060666,0.159081,1,0,1,1,0,1,1,1,0,1,1,0,0
"gen5_0044",1.016619,0.100049,0.173142,0,0,1,1,0,0,1,1,1,0,1,0,0
"gen5_0045",0.165502,0.111693,0.172527,0,1,0,0,0,1,1,1,0,1,1,0,0
"gen5_0046",0.196654,0.109744,0.180154,1,1,1,1,0,0,1,1,0,0,1,1,0
"gen5_0047",0.940453,0.132948,0.175134,0,0,0,0,0,1,0,1,0,0,1,0,0
"gen5_0048",0.480777,0.166777,0.17644,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen5_0049",0.354773,0.113703,0.17482,1,0,1,1,0,0,1,1,0,0,1,0,0
"gen5_0050",0.659942,0.127018,0.183452,0,1,1,0,0,0,1,1,0,0,1,0,0
"gen5_0051",0.089489,0.14704,0.1764,0,1,0,0,1,1,1,1,0,0,1,1,0
"gen5_0052",0.343524,0.129878,0.176493,1,1,0,0,0,1,1,0,1,1,1,0,0
"gen5_0053",0.183377,0.099527,0.163199,0,0,0,0,1,1,1,1,0,0,1,0,0
"gen5_0054",1.008838,0.134724,0.173687,1,1,1,0,0,1,1,1,1,1,1,0,0
"gen5_0055",1.176667,0.126916,0.175822,1,0,1,1,0,1,1,1,0,0,1,0,0
"gen5_0056",1.12493,0.136641,0.158342,1,0,1,1,0,1,1,1,0,0,1,0,0
"gen5_0057",0.361836,0.077569,0.178989,1,0,1,1,1,1,1,1,1,1,0,0,0
"gen5_0058",-0.820983,0.07106,0.160949,0,0,1,1,0,1,1,1,1,0,1,0,0
"gen5_0059",-0.164499,0.123364,0.721708,0,0,1,1,0,1,1,1,0,0,1,0,0
"gen5_0060",0.997066,0.126168,0.550281,1,1,1,1,0,1,0,1,0,0,1,0,0
"gen5_0061",-0.13008,0.11753,0.162392,0,0,1,1,0,1,1,1,1,1,1,0,0
"gen5_0062",0.180477,0.918602,0.160603,0,0,1,0,0,1,1,1,0,1,1,0,0
"gen5_0063",-0.291629,0.06453,0.174338,0,1,1,1,0,1,1,1,0,0,0,0,0
"gen5_0064",0.468017,0.12109,0.181057,0,0,1,1,0,1,1,1,1,0,1,0,0
