"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen21_0021",0.137017,0.109439,0.596746,1,1,0,1,0,0,1,1,0,0,0,0,1
"gen21_0022",0.137361,0.075843,0.076662,0,1,1,1,0,1,1,1,0,0,0,0,1
"gen21_0023",0.094583,0.120062,0.081033,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen21_0024",0.129894,0.120063,0.081449,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen21_0025",0.132324,0.119248,0.354294,1,1,0,1,0,0,1,1,0,0,0,0,1
"gen21_0026",0.13665,0.11928,0.079729,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen21_0027",0.136075,0.075079,0.077093,1,0,1,1,0,1,1,1,0,0,0,0,1
"gen21_0028",0.1317,0.078322,0.079212,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen21_0029",0.142709,0.07989,0.076961,1,1,0,1,1,1,1,1,0,0,0,0,1
"gen21_0030",0.143918,0.106585,0.078665,1,1,0,1,0,1,1,1,0,1,0,0,0
"gen21_0031",0.13037,0.851525,0.082885,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen21_0032",0.129181,0.119697,0.693271,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen21_0033",0.105608,0.6799,0.080067,1,1,0,1,0,1,0,1,1,1,0,0,1
"gen21_0034",0.118869,0.681835,0.082415,1,1,0,1,1,1,1,1,0,0,0,0,0
"gen21_0035",0.112236,0.120418,0.079284,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen21_0036",0.132734,0.121225,0.093323,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen21_0037",0.140599,0.486596,0.078933,0,1,0,1,1,1,0,1,0,1,0,1,1
"gen21_0038",0.139445,0.120921,0.079209,1,1,1,1,0,1,1,1,0,0,0,0,0
"gen21_0039",-3.507659,0.126272,0.076225,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen21_0040",0.143842,0.060688,0.075928,1,1,0,1,0,0,1,1,0,0,0,0,1
"gen21_0041",0.122318,0.102555,0.081261,1,1,0,1,1,1,1,1,0,0,0,1,0
"gen21_0042",0.126278,0.110732,0.080427,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen21_0043",0.121051,0.10181,0.077532,1,1,1,1,1,1,1,1,0,0,0,0,1
"gen21_0044",0.138304,0.109405,0.079117,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen21_0045",0.136806,0.638744,0.948173,1,0,1,1,1,1,1,1,0,0,0,0,1
"gen21_0046",0.137275,0.091268,0.077593,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen21_0047",0.149475,0.118402,0.078963,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen21_0048",0.139187,0.121164,0.077949,1,0,0,1,0,1,1,0,0,0,0,0,0
"gen21_0049",0.131391,0.096359,0.079854,1,1,1,1,0,1,1,1,0,0,0,1,1
"gen21_0050",0.134361,0.110423,0.079403,1,0,1,1,0,1,0,1,0,0,0,0,1
"gen21_0051",0.123627,0.120301,0.078387,1,1,0,1,1,1,1,1,1,1,0,0,0
"gen21_0052",0.116085,0.121366,0.078415,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen21_0053",0.135254,0.119916,0.078777,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen21_0054",0.132541,0.120121,0.079665,1,1,0,1,0,1,1,1,0,1,0,0,1
"gen21_0055",0.129969,0.110816,0.079419,1,1,0,1,1,1,1,1,0,0,0,0,1
"gen21_0056",-2.119658,0.102796,0.079286,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen21_0057",0.130093,0.119877,0.082388,1,1,0,1,0,1,1,1,0,0,0,0,1
"gen21_0058",0.129458,0.119835,0.079037,1,1,1,1,0,1,1,1,1,0,0,0,1
"gen21_0059",0.088624,0.118203,0.07751,1,1,0,1,1,1,1,1,0,0,0,0,1
"gen21_0060",0.138542,0.120003,0.077524,1,0,1,1,0,1,1,1,0,1,0,0,0
"gen21_0061",0.131259,0.11948,0.078043,1,1,1,1,0,1,1,1,0,0,0,0,1
"gen21_0062",-1.805057,0.118289,0.078331,1,0,1,1,0,1,1,1,0,0,0,0,1
"gen21_0063",0.128168,0.119702,0.018491,1,1,0,1,1,1,1,1,0,1,0,0,0
"gen21_0064",0.093192,0.120039,0.078114,1,1,1,1,0,1,1,1,0,0,0,0,1
