"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen20_0040",-0.0437,0.121982,1e-06,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0041",-0.037177,0.333669,0.081123,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen20_0042",-0.053399,0.119668,0.077835,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen20_0043",-0.045266,0.118766,0.077425,1,1,0,1,1,1,1,1,1,0,1,1,0
"gen20_0044",-0.045902,0.12257,0.082806,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0045",-0.040642,0.739626,0.082815,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen20_0046",-0.043943,0.119304,0.082843,1,1,0,1,1,0,1,1,1,1,1,1,1
"gen20_0047",-0.040583,0.1211,0.082952,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0048",-0.050585,0.120236,0.077279,1,1,0,1,1,0,1,1,1,1,1,0,0
"gen20_0049",-0.053322,0.124623,0.077562,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen20_0050",-0.043259,0.123084,0.07751,1,1,1,1,1,0,1,1,1,1,1,1,0
"gen20_0051",-0.043609,0.126359,0.048731,0,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0052",-0.04361,0.126065,0.034058,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen20_0053",1.163081,0.122082,0.078358,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0054",-0.046451,0.121168,0.080607,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0055",-0.043383,0.123455,0.080753,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0056",-0.036024,0.127714,0.739551,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen20_0057",-0.043525,0.119314,0.075896,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0058",0.025884,0.120974,0.305897,1,1,0,1,1,0,1,1,1,1,1,1,0
"gen20_0059",-0.044187,0.121936,0.001058,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0060",-0.045263,0.127435,0.081733,1,1,0,1,1,1,1,1,1,1,1,1,0
"gen20_0061",-3.757989,0.877966,0.077354,1,1,0,1,1,1,1,1,1,0,0,1,0
"gen20_0062",-1.065637,0.104204,0.080165,1,1,1,1,1,0,0,1,1,1,1,1,0
"gen20_0063",-0.04361,0.12647,0.005171,1,1,0,1,1,1,0,1,1,1,1,1,0
"gen20_0064",-0.043609,0.125954,0.077618,1,1,1,1,1,1,1,1,1,1,1,1,1
