"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen0_029",-1.354316,0.814134,0.605167,1,1,1,0,0,0,1,0,0,1,0,1,0
"gen0_030",-0.905506,0.364322,0.154075,1,0,0,0,1,0,0,1,1,1,1,0,0
"gen0_031",-0.258011,0.008201,0.698497,0,1,1,0,1,0,1,1,0,0,1,1,0
"gen0_032",-1.641428,0.660185,0.804705,0,1,1,0,1,1,0,0,1,1,0,1,0
"gen0_033",-1.773418,0.93305,0.557462,0,1,0,0,1,1,0,0,0,0,0,1,1
"gen0_034",-0.113608,0.907739,0.505053,0,0,0,1,0,0,0,1,0,0,0,0,0
"gen0_035",1.173464,0.959388,0.332833,1,0,0,1,0,1,0,1,1,0,1,1,1
"gen0_036",-0.320402,0.749928,0.346569,0,1,0,1,1,0,0,1,1,0,0,1,0
"gen0_037",-0.749424,0.583509,0.752149,0,0,0,0,0,0,1,0,0,0,1,1,1
"gen0_038",-2.70512,0.114695,0.164079,0,1,1,0,0,0,1,0,0,1,1,1,1
"gen0_039",-2.124583,0.324317,0.747732,1,0,1,1,1,1,1,0,0,1,1,0,0
"gen0_040",0.334165,0.645275,0.643531,1,1,1,0,1,0,0,0,0,0,0,1,1
"gen0_041",-3.680332,0.905623,0.708677,1,0,0,1,1,0,1,1,1,1,0,0,1
"gen0_042",0.394777,0.548328,0.88682,0,0,1,0,0,1,1,1,1,0,0,0,0
"gen0_043",-2.406358,0.564931,0.277387,0,0,0,1,1,1,1,0,1,0,1,0,1
"gen0_044",-3.459956,0.297307,0.391183,0,0,1,1,1,1,0,0,0,1,1,1,1
"gen0_045",-0.918972,0.141298,0.471257,0,0,0,1,0,1,0,0,0,1,1,1,0
"gen0_046",-2.894143,0.221135,0.097505,1,0,0,0,1,1,0,1,1,1,0,1,1
"gen0_047",1.010275,0.623644,0.035025,0,0,1,1,1,1,0,0,0,0,0,0,1
"gen0_048",-0.668077,0.798003,0.3686,1,0,0,0,0,0,1,0,1,1,1,1,0
"gen0_049",-2.81261,0.994687,0.894345,0,1,0,0,1,0,0,1,1,0,1,0,1
"gen0_050",-1.89647,0.854526,0.06223,1,0,1,1,0,1,0,1,0,1,0,1,0
"gen0_051",-1.5516,0.839019,0.976573,1,0,0,0,1,0,0,1,1,0,0,1,0
"gen0_052",-2.524864,0.537488,0.174756,0,1,0,0,0,0,0,1,1,1,0,1,0
"gen0_053",-0.151431,0.694391,0.122674,0,0,1,1,1,0,1,1,0,1,1,1,0
"gen0_054",-0.393649,0.441467,0.629859,1,0,1,1,0,0,1,1,1,0,0,1,0
"gen0_055",0.654718,0.875049,0.680594,1,1,0,1,1,0,0,1,1,1,1,1,0
"gen0_056",-1.132436,0.75977,0.251506,0,1,1,0,0,0,0,0,0,0,0,0,0
"gen0_057",-1.324473,0.712165,0.827274,0,1,0,0,1,1,1,0,0,0,1,1,0
"gen0_058",-2.782099,0.255175,0.995956,1,0,0,1,0,1,1,0,0,0,0,0,1
"gen0_059",1.435299,0.198449,0.525095,1,1,0,1,0,0,1,1,1,0,1,1,1
"gen0_060",-3.87982,0.492057,0.939027,1,1,1,0,0,1,1,0,1,0,1,0,1
"gen0_061",0.637265,0.381709,0.310531,0,1,1,1,1,1,1,1,0,1,0,0,1
"gen0_062",-3.308398,0.101169,0.383807,1,0,0,1,0,0,1,1,0,1,1,1,1
"gen0_063",-1.169752,0.435383,0.081209,1,1,1,1,1,0,1,0,1,1,0,1,0
"gen0_064",-0.512639,0.247444,0.281263,0,1,1,1,1,0,0,0,1,0,0,0,1
