"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen10_0040",0.648805,0.121239,0.907432,0,0,0,1,1,1,1,1,1,0,0,1,0
"gen10_0041",0.442633,0.131707,0.031219,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0042",0.441859,0.092669,0.043288,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0043",0.21541,0.131254,0.085904,0,0,1,1,1,0,1,1,1,0,1,0,0
"gen10_0044",0.479985,0.119629,0.034616,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0045",0.68435,0.127979,0.038613,1,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0046",0.296781,0.133476,0.087136,0,1,0,1,1,0,1,1,1,0,1,1,0
"gen10_0047",0.412575,0.133419,0.030814,0,0,1,1,1,1,1,1,1,0,0,1,0
"gen10_0048",0.420495,0.15653,0.048054,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen10_0049",0.23175,0.121893,0.025786,1,0,0,1,1,0,1,1,1,0,0,1,0
"gen10_0050",0.431123,0.121392,0.055077,0,0,1,1,1,1,0,1,1,0,0,1,0
"gen10_0051",0.333287,0.121301,0.025093,1,0,0,1,1,0,1,1,1,0,0,1,0
"gen10_0052",0.289882,0.816562,0.758285,1,0,1,0,1,0,1,1,1,0,0,1,0
"gen10_0053",0.191987,0.119979,0.036542,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen10_0054",0.208719,0.122048,0.071615,1,0,0,1,1,0,1,1,1,0,0,1,0
"gen10_0055",0.800773,0.125002,0.035449,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen10_0056",0.37372,0.371913,0.042707,0,0,1,1,1,0,1,1,1,0,0,1,0
"gen10_0057",0.27005,0.124521,0.077084,1,0,0,1,1,0,1,1,1,0,0,1,0
"gen10_0058",0.273511,0.114794,0.053198,0,0,1,1,1,0,1,0,1,0,0,1,0
"gen10_0059",0.305252,0.122808,0.036742,1,1,1,0,1,1,1,1,1,0,0,1,0
"gen10_0060",0.289238,0.998585,0.035917,0,0,0,1,1,0,1,1,1,0,1,1,1
"gen10_0061",0.210971,0.121999,0.040286,0,0,0,1,1,1,1,1,1,0,0,1,0
"gen10_0062",0.65691,0.121867,0.033425,1,0,1,1,1,0,1,1,1,0,0,1,0
"gen10_0063",0.308956,0.102956,0.036287,0,0,1,1,1,0,0,1,1,0,0,1,0
"gen10_0064",0.293455,0.134657,0.036793,1,0,1,1,1,0,0,1,1,0,0,1,0
