"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen2_0030",0.233599,0.545507,0.256485,0,0,1,1,0,0,1,1,0,0,0,1,1
"gen2_0031",0.162288,0.144003,0.254664,0,0,1,1,0,0,1,1,1,0,0,1,0
"gen2_0032",-1.013198,0.360895,0.252513,1,0,0,0,1,0,1,1,1,0,1,1,0
"gen2_0033",0.225168,0.547893,0.276754,0,0,0,1,0,0,1,1,0,1,0,0,1
"gen2_0034",0.248587,0.582992,0.279564,0,0,0,0,0,0,0,1,0,1,0,1,1
"gen2_0035",0.150131,0.399698,0.16472,1,1,0,1,1,1,1,1,0,0,1,1,1
"gen2_0036",-0.23999,0.485282,0.070728,0,0,0,0,0,1,1,1,0,1,0,1,1
"gen2_0037",0.302012,0.654531,0.079685,0,1,1,1,1,1,1,1,0,0,0,1,1
"gen2_0038",0.483422,0.165346,0.361993,1,0,0,0,0,0,1,1,0,0,0,1,0
"gen2_0039",1.096687,0.086121,0.268911,0,0,1,1,0,1,1,1,1,0,1,1,0
"gen2_0040",-1.194926,0.071338,0.270115,0,0,1,0,1,1,1,1,0,0,0,1,1
"gen2_0041",0.761133,0.465397,0.021797,1,0,1,0,0,1,1,1,0,0,1,1,1
"gen2_0042",0.432726,0.102288,0.338694,0,0,0,1,1,1,1,1,0,0,1,1,1
"gen2_0043",-0.393118,0.302427,0.244204,1,1,0,0,1,0,1,1,1,1,0,1,0
"gen2_0044",0.820245,0.671129,0.293131,1,1,0,1,1,0,1,1,0,0,0,1,0
"gen2_0045",-3.323189,0.283928,0.250198,1,0,0,1,1,0,1,1,0,1,1,0,1
"gen2_0046",0.25825,0.651204,1e-06,0,1,0,0,1,1,1,1,0,0,1,0,1
"gen2_0047",-0.288384,0.629411,0.305551,0,0,0,1,0,0,1,1,1,0,0,1,0
"gen2_0048",0.132818,0.573568,0.251527,1,0,0,1,1,1,1,1,1,0,0,1,1
"gen2_0049",-1.588379,0.273202,0.212598,1,0,0,1,0,0,1,1,0,0,0,1,1
"gen2_0050",0.838111,0.60147,0.20002,0,0,0,1,1,0,1,1,0,0,1,1,1
"gen2_0051",0.032979,0.212693,0.224992,1,1,0,0,0,1,0,1,1,1,1,1,0
"gen2_0052",0.581276,0.160317,0.06707,0,0,1,0,1,1,1,0,0,0,0,1,1
"gen2_0053",-0.319759,0.388652,0.13351,1,0,0,0,0,0,1,0,1,0,0,1,0
"gen2_0054",-1.702146,0.619652,0.105896,0,1,0,1,1,1,1,1,1,0,0,1,1
"gen2_0055",-1.037009,0.358462,0.1438,1,1,1,0,0,0,0,1,0,0,0,1,0
"gen2_0056",-0.0018,0.179006,0.289384,0,0,0,0,0,1,1,1,1,0,1,1,0
"gen2_0057",0.201348,0.063165,0.273304,0,0,1,0,0,0,1,1,0,0,0,1,1
"gen2_0058",-0.299587,0.094294,0.265722,0,0,1,1,1,1,1,1,0,0,1,1,0
"gen2_0059",0.43795,0.6069,0.080694,1,1,0,1,1,1,1,1,0,0,1,0,0
"gen2_0060",0.586557,0.360871,0.264258,1,1,0,1,1,0,0,1,0,0,0,1,1
"gen2_0061",-0.844533,0.542287,0.195122,1,0,0,1,0,0,1,1,1,0,1,1,1
"gen2_0062",-1.058977,0.105756,0.198022,0,1,0,0,1,1,1,1,0,1,0,0,0
"gen2_0063",-0.962567,0.34916,0.973602,1,0,0,0,0,0,1,1,0,1,0,1,1
"gen2_0064",-0.353788,0.546256,0.236312,0,0,0,1,0,0,1,1,1,1,0,0,0
