"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen0_022",-3.067352,0.737029,0.213604,1,1,0,0,1,0,0,0,1,1,0,0,1
"gen0_023",-0.612604,0.770167,0.836131,0,0,0,0,0,1,0,0,0,0,1,0,0
"gen0_024",1.064994,0.567991,0.082447,1,0,0,1,1,0,0,0,0,0,0,1,1
"gen0_025",-2.317464,0.433691,0.240639,0,0,0,1,0,1,0,1,0,0,0,0,0
"gen0_026",-1.536202,0.063031,0.794919,0,0,0,0,0,0,1,0,1,1,0,0,1
"gen0_027",-0.533275,0.962778,0.773481,1,1,1,0,0,0,0,1,1,0,0,0,1
"gen0_028",-2.656706,0.323789,0.749998,1,0,1,0,1,1,1,1,1,0,1,1,1
"gen0_029",-0.095787,0.24844,0.132549,0,0,1,1,0,1,0,1,0,1,0,1,0
"gen0_030",1.319807,0.011979,0.728416,1,0,1,1,0,1,1,0,1,0,1,0,1
"gen0_031",1.395873,0.612382,0.976544,0,1,1,1,0,1,1,1,1,1,0,0,0
"gen0_032",-0.03108,0.819843,0.22734,0,0,0,1,1,1,1,0,1,0,1,0,0
"gen0_033",0.64577,0.198292,0.177638,1,1,0,0,1,0,1,1,1,0,1,0,0
"gen0_034",-1.165163,0.48141,0.263778,0,1,0,0,0,1,1,0,1,1,0,0,0
"gen0_035",-2.199025,0.087566,0.01081,1,0,1,1,0,1,1,0,0,1,0,0,0
"gen0_036",0.464618,0.310282,0.704502,1,0,1,1,1,0,0,1,0,0,0,0,0
"gen0_037",-3.221258,0.03999,0.889059,1,1,1,0,0,1,0,1,1,1,1,0,0
"gen0_038",-3.545082,0.528763,0.663201,1,1,1,0,1,0,1,1,0,0,0,1,0
"gen0_039",-2.556321,0.055679,0.526377,0,1,0,0,1,0,0,1,0,1,0,0,1
"gen0_040",-2.896229,0.895142,0.365854,0,0,1,0,1,1,1,1,0,1,0,1,0
"gen0_041",-1.958539,0.364781,0.614974,0,1,0,1,1,1,0,0,1,0,1,1,1
"gen0_042",0.052038,0.877383,0.195056,0,0,1,1,1,1,1,1,0,1,1,1,1
"gen0_043",-3.031396,0.336998,0.860913,1,1,0,1,1,1,0,1,0,0,0,0,0
"gen0_044",-0.687046,0.947499,0.99963,0,1,1,0,1,0,0,1,1,1,0,1,0
"gen0_045",-3.753799,0.500815,0.644153,1,1,0,0,1,1,0,1,1,0,0,1,1
"gen0_046",-1.640656,0.601451,0.169897,1,0,0,0,0,1,1,1,1,1,0,0,0
"gen0_047",-0.393438,0.932899,0.063227,0,1,1,0,0,0,1,1,1,0,1,1,0
"gen0_048",-3.675678,0.210207,0.046336,0,0,1,0,1,0,0,0,0,0,1,1,0
"gen0_049",-1.367548,0.986213,0.752491,0,1,1,0,0,1,1,0,0,0,0,1,1
"gen0_050",-1.016877,0.702053,0.675105,0,0,1,0,1,1,1,0,1,1,1,0,0
"gen0_051",0.938817,0.661565,0.917521,1,0,0,1,1,1,1,0,0,1,1,1,0
"gen0_052",-3.901478,0.804891,0.40649,0,0,1,1,1,1,1,0,0,0,0,0,0
"gen0_053",-3.422102,0.147551,0.299407,0,1,0,1,0,0,1,0,0,0,0,1,0
"gen0_054",-3.58396,0.728156,0.637922,1,0,1,0,0,0,0,1,0,0,1,1,0
"gen0_055",-1.741939,0.75106,0.107163,1,1,1,1,1,1,0,1,1,1,1,1,0
"gen0_056",-2.736615,0.275988,0.967074,0,0,0,1,1,1,0,0,1,0,0,1,0
"gen0_057",0.498846,0.346657,0.331445,1,0,1,1,1,1,0,1,0,0,1,0,0
"gen0_058",-0.795675,0.650938,0.294048,1,0,1,1,0,0,0,1,1,0,1,0,1
"gen0_059",1.161317,0.386574,0.144822,0,1,0,0,0,0,1,0,1,1,0,1,1
"gen0_060",-2.841583,0.976984,0.453624,1,0,0,1,1,1,0,1,0,1,0,1,1
"gen0_061",1.125018,0.490921,0.404015,1,1,1,1,1,1,0,0,0,1,0,1,1
"gen0_062",-1.868116,0.219771,0.561903,0,1,1,0,0,0,1,0,1,1,1,1,1
"gen0_063",0.58626,0.855687,0.051309,0,0,0,0,0,1,0,0,0,0,1,0,1
"gen0_064",0.279324,0.542835,0.576093,1,1,0,1,0,1,0,0,0,1,1,0,1
